source_name,target_name,month,source,target,weight,season,from_pop,to_pop,from_production,to_production,source_admin1,target_admin1,distance
Tivaouane,Kolda,1,1228220,1228214,21.25,cold dry,20201.29,42328.4,326.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,2,1228220,1228214,21.25,cold dry,20201.29,42328.4,326.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,3,1228220,1228214,41.25,hot dry,20201.29,42328.4,492.0,0.0,Thies,Kolda,597.0
Tivaouane,Kolda,4,1228220,1228214,41.25,hot dry,20201.29,42328.4,492.0,0.0,Thies,Kolda,597.0
Tivaouane,Kolda,5,1228220,1228214,41.25,hot dry,20201.29,42328.4,492.0,0.0,Thies,Kolda,597.0
Tivaouane,Kolda,6,1228220,1228214,41.25,hot dry,20201.29,42328.4,492.0,0.0,Thies,Kolda,597.0
Tivaouane,Kolda,7,1228220,1228214,31.0,rainy,20201.29,42328.4,213.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,8,1228220,1228214,31.0,rainy,20201.29,42328.4,213.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,9,1228220,1228214,31.0,rainy,20201.29,42328.4,213.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,10,1228220,1228214,31.0,rainy,20201.29,42328.4,213.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,11,1228220,1228214,21.25,cold dry,20201.29,42328.4,326.0,1.0,Thies,Kolda,597.0
Tivaouane,Kolda,12,1228220,1228214,21.25,cold dry,20201.29,42328.4,326.0,1.0,Thies,Kolda,597.0
Tivaouane,Mbacke,1,1228220,1228215,313.5,cold dry,20201.29,25341.732,326.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,2,1228220,1228215,313.5,cold dry,20201.29,25341.732,326.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,3,1228220,1228215,701.25,hot dry,20201.29,25341.732,492.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,4,1228220,1228215,701.25,hot dry,20201.29,25341.732,492.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,5,1228220,1228215,701.25,hot dry,20201.29,25341.732,492.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,6,1228220,1228215,701.25,hot dry,20201.29,25341.732,492.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,7,1228220,1228215,269.0,rainy,20201.29,25341.732,213.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,8,1228220,1228215,269.0,rainy,20201.29,25341.732,213.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,9,1228220,1228215,269.0,rainy,20201.29,25341.732,213.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,10,1228220,1228215,269.0,rainy,20201.29,25341.732,213.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,11,1228220,1228215,313.5,cold dry,20201.29,25341.732,326.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbacke,12,1228220,1228215,313.5,cold dry,20201.29,25341.732,326.0,0.0,Thies,Diourbel,166.0
Tivaouane,Mbour,1,1228220,1228216,37.25,cold dry,20201.29,28598.383,326.0,241.0,Thies,Thies,118.0
Tivaouane,Mbour,2,1228220,1228216,37.25,cold dry,20201.29,28598.383,326.0,241.0,Thies,Thies,118.0
Tivaouane,Mbour,3,1228220,1228216,99.25,hot dry,20201.29,28598.383,492.0,361.0,Thies,Thies,118.0
Tivaouane,Mbour,4,1228220,1228216,99.25,hot dry,20201.29,28598.383,492.0,361.0,Thies,Thies,118.0
Tivaouane,Mbour,5,1228220,1228216,99.25,hot dry,20201.29,28598.383,492.0,361.0,Thies,Thies,118.0
Tivaouane,Mbour,6,1228220,1228216,99.25,hot dry,20201.29,28598.383,492.0,361.0,Thies,Thies,118.0
Tivaouane,Mbour,7,1228220,1228216,130.5,rainy,20201.29,28598.383,213.0,157.0,Thies,Thies,118.0
Tivaouane,Mbour,8,1228220,1228216,130.5,rainy,20201.29,28598.383,213.0,157.0,Thies,Thies,118.0
Tivaouane,Mbour,9,1228220,1228216,130.5,rainy,20201.29,28598.383,213.0,157.0,Thies,Thies,118.0
Tivaouane,Mbour,10,1228220,1228216,130.5,rainy,20201.29,28598.383,213.0,157.0,Thies,Thies,118.0
Tivaouane,Mbour,11,1228220,1228216,37.25,cold dry,20201.29,28598.383,326.0,241.0,Thies,Thies,118.0
Tivaouane,Mbour,12,1228220,1228216,37.25,cold dry,20201.29,28598.383,326.0,241.0,Thies,Thies,118.0
Tivaouane,Saint-Louis,1,1228220,1228217,5.5,cold dry,20201.29,8405.305,326.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,2,1228220,1228217,5.5,cold dry,20201.29,8405.305,326.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,3,1228220,1228217,14.5,hot dry,20201.29,8405.305,492.0,10.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,4,1228220,1228217,14.5,hot dry,20201.29,8405.305,492.0,10.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,5,1228220,1228217,14.5,hot dry,20201.29,8405.305,492.0,10.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,6,1228220,1228217,14.5,hot dry,20201.29,8405.305,492.0,10.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,7,1228220,1228217,11.5,rainy,20201.29,8405.305,213.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,8,1228220,1228217,11.5,rainy,20201.29,8405.305,213.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,9,1228220,1228217,11.5,rainy,20201.29,8405.305,213.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,10,1228220,1228217,11.5,rainy,20201.29,8405.305,213.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,11,1228220,1228217,5.5,cold dry,20201.29,8405.305,326.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Saint-Louis,12,1228220,1228217,5.5,cold dry,20201.29,8405.305,326.0,0.0,Thies,Saint-Louis,180.0
Tivaouane,Tambacounda,1,1228220,1228218,112.5,cold dry,20201.29,19311.148,326.0,0.75,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,2,1228220,1228218,112.5,cold dry,20201.29,19311.148,326.0,0.75,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,3,1228220,1228218,146.25,hot dry,20201.29,19311.148,492.0,0.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,4,1228220,1228218,146.25,hot dry,20201.29,19311.148,492.0,0.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,5,1228220,1228218,146.25,hot dry,20201.29,19311.148,492.0,0.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,6,1228220,1228218,146.25,hot dry,20201.29,19311.148,492.0,0.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,7,1228220,1228218,95.25,rainy,20201.29,19311.148,213.0,1.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,8,1228220,1228218,95.25,rainy,20201.29,19311.148,213.0,1.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,9,1228220,1228218,95.25,rainy,20201.29,19311.148,213.0,1.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,10,1228220,1228218,95.25,rainy,20201.29,19311.148,213.0,1.0,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,11,1228220,1228218,112.5,cold dry,20201.29,19311.148,326.0,0.75,Thies,Tambacounda,465.0
Tivaouane,Tambacounda,12,1228220,1228218,112.5,cold dry,20201.29,19311.148,326.0,0.75,Thies,Tambacounda,465.0
Tivaouane,Thies,1,1228220,1228219,22.75,cold dry,20201.29,7328.341,326.0,917.0,Thies,Thies,46.3
Tivaouane,Thies,2,1228220,1228219,22.75,cold dry,20201.29,7328.341,326.0,917.0,Thies,Thies,46.3
Tivaouane,Thies,3,1228220,1228219,62.0,hot dry,20201.29,7328.341,492.0,1372.0,Thies,Thies,46.3
Tivaouane,Thies,4,1228220,1228219,62.0,hot dry,20201.29,7328.341,492.0,1372.0,Thies,Thies,46.3
Tivaouane,Thies,5,1228220,1228219,62.0,hot dry,20201.29,7328.341,492.0,1372.0,Thies,Thies,46.3
Tivaouane,Thies,6,1228220,1228219,62.0,hot dry,20201.29,7328.341,492.0,1372.0,Thies,Thies,46.3
Tivaouane,Thies,7,1228220,1228219,32.75,rainy,20201.29,7328.341,213.0,598.0,Thies,Thies,46.3
Tivaouane,Thies,8,1228220,1228219,32.75,rainy,20201.29,7328.341,213.0,598.0,Thies,Thies,46.3
Tivaouane,Thies,9,1228220,1228219,32.75,rainy,20201.29,7328.341,213.0,598.0,Thies,Thies,46.3
Tivaouane,Thies,10,1228220,1228219,32.75,rainy,20201.29,7328.341,213.0,598.0,Thies,Thies,46.3
Tivaouane,Thies,11,1228220,1228219,22.75,cold dry,20201.29,7328.341,326.0,917.0,Thies,Thies,46.3
Tivaouane,Thies,12,1228220,1228219,22.75,cold dry,20201.29,7328.341,326.0,917.0,Thies,Thies,46.3
Tivaouane,Ziguinchor,1,1228220,1228221,15.25,cold dry,20201.29,30808.516,326.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,2,1228220,1228221,15.25,cold dry,20201.29,30808.516,326.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,3,1228220,1228221,29.5,hot dry,20201.29,30808.516,492.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,4,1228220,1228221,29.5,hot dry,20201.29,30808.516,492.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,5,1228220,1228221,29.5,hot dry,20201.29,30808.516,492.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,6,1228220,1228221,29.5,hot dry,20201.29,30808.516,492.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,7,1228220,1228221,22.0,rainy,20201.29,30808.516,213.0,0.0,Thies,Ziguinchor,419.0
Tivaouane,Ziguinchor,8,1228220,1228221,22.0,rainy,20201.29,30808.516,213.0,0.0,Thies,Ziguinchor,419.0
Tivaouane,Ziguinchor,9,1228220,1228221,22.0,rainy,20201.29,30808.516,213.0,0.0,Thies,Ziguinchor,419.0
Tivaouane,Ziguinchor,10,1228220,1228221,22.0,rainy,20201.29,30808.516,213.0,0.0,Thies,Ziguinchor,419.0
Tivaouane,Ziguinchor,11,1228220,1228221,15.25,cold dry,20201.29,30808.516,326.0,0.0,Thies,Ziguinchor,441.0
Tivaouane,Ziguinchor,12,1228220,1228221,15.25,cold dry,20201.29,30808.516,326.0,0.0,Thies,Ziguinchor,441.0
