motif,time,count,delta
0,1,909,11
0,2,915,11
0,3,715,11
0,4,716,11
0,5,721,11
0,6,716,11
0,7,721,11
0,8,721,11
0,9,722,11
0,10,728,11
0,11,926,11
0,12,913,11
1,1,2370,11
1,2,2370,11
1,3,1957,11
1,4,1957,11
1,5,1957,11
1,6,1957,11
1,7,1978,11
1,8,1978,11
1,9,1978,11
1,10,1978,11
1,11,2370,11
1,12,2370,11
2,1,10982,11
2,2,10982,11
2,3,9918,11
2,4,9918,11
2,5,9918,11
2,6,9918,11
2,7,9909,11
2,8,9909,11
2,9,9909,11
2,10,9909,11
2,11,10982,11
2,12,10982,11
3,1,946,11
3,2,940,11
3,3,731,11
3,4,730,11
3,5,725,11
3,6,730,11
3,7,725,11
3,8,725,11
3,9,724,11
3,10,718,11
3,11,929,11
3,12,942,11
4,1,1546,11
4,2,1562,11
4,3,1604,11
4,4,1596,11
4,5,1588,11
4,6,1580,11
4,7,1572,11
4,8,1564,11
4,9,1556,11
4,10,1548,11
4,11,1514,11
4,12,1530,11
5,1,1473,11
5,2,1457,11
5,3,1487,11
5,4,1495,11
5,5,1503,11
5,6,1511,11
5,7,1519,11
5,8,1527,11
5,9,1535,11
5,10,1543,11
5,11,1505,11
5,12,1489,11
6,1,119,11
6,2,120,11
6,3,190,11
6,4,190,11
6,5,191,11
6,6,190,11
6,7,121,11
6,8,120,11
6,9,121,11
6,10,122,11
6,11,121,11
6,12,120,11
7,1,2610,11
7,2,2610,11
7,3,2421,11
7,4,2421,11
7,5,2421,11
7,6,2421,11
7,7,2232,11
7,8,2232,11
7,9,2232,11
7,10,2232,11
7,11,2610,11
7,12,2610,11
8,1,1839,11
8,2,1839,11
8,3,2331,11
8,4,2331,11
8,5,2331,11
8,6,2331,11
8,7,1851,11
8,8,1851,11
8,9,1851,11
8,10,1851,11
8,11,1839,11
8,12,1839,11
9,1,123,11
9,2,122,11
9,3,196,11
9,4,196,11
9,5,195,11
9,6,196,11
9,7,121,11
9,8,122,11
9,9,121,11
9,10,120,11
9,11,121,11
9,12,122,11
10,1,0,11
10,2,0,11
10,3,0,11
10,4,0,11
10,5,0,11
10,6,0,11
10,7,0,11
10,8,0,11
10,9,0,11
10,10,0,11
10,11,0,11
10,12,0,11
11,1,0,11
11,2,0,11
11,3,0,11
11,4,0,11
11,5,0,11
11,6,0,11
11,7,0,11
11,8,0,11
11,9,0,11
11,10,0,11
11,11,0,11
11,12,0,11
12,1,776,11
12,2,752,11
12,3,752,11
12,4,764,11
12,5,776,11
12,6,788,11
12,7,800,11
12,8,812,11
12,9,824,11
12,10,836,11
12,11,824,11
12,12,800,11
13,1,2146,11
13,2,2098,11
13,3,2140,11
13,4,2232,11
13,5,2324,11
13,6,2416,11
13,7,2194,11
13,8,2218,11
13,9,2242,11
13,10,2266,11
13,11,2242,11
13,12,2194,11
14,1,11464,11
14,2,11464,11
14,3,10840,11
14,4,10912,11
14,5,10984,11
14,6,11056,11
14,7,11116,11
14,8,11188,11
14,9,11260,11
14,10,11332,11
14,11,11464,11
14,12,11464,11
15,1,776,11
15,2,752,11
15,3,752,11
15,4,764,11
15,5,776,11
15,6,788,11
15,7,800,11
15,8,812,11
15,9,824,11
15,10,836,11
15,11,824,11
15,12,800,11
16,1,1649,11
16,2,1689,11
16,3,1538,11
16,4,1518,11
16,5,1498,11
16,6,1478,11
16,7,1458,11
16,8,1438,11
16,9,1418,11
16,10,1398,11
16,11,1569,11
16,12,1609,11
17,1,1646,11
17,2,1606,11
17,3,1392,11
17,4,1412,11
17,5,1432,11
17,6,1452,11
17,7,1472,11
17,8,1492,11
17,9,1512,11
17,10,1532,11
17,11,1726,11
17,12,1686,11
18,1,166,11
18,2,170,11
18,3,162,11
18,4,154,11
18,5,146,11
18,6,138,11
18,7,142,11
18,8,146,11
18,9,150,11
18,10,154,11
18,11,158,11
18,12,162,11
19,1,2694,11
19,2,2706,11
19,3,2544,11
19,4,2568,11
19,5,2592,11
19,6,2616,11
19,7,2562,11
19,8,2598,11
19,9,2634,11
19,10,2670,11
19,11,2670,11
19,12,2682,11
20,1,2440,11
20,2,2528,11
20,3,2256,11
20,4,2200,11
20,5,2144,11
20,6,2088,11
20,7,2116,11
20,8,2144,11
20,9,2172,11
20,10,2200,11
20,11,2264,11
20,12,2352,11
21,1,166,11
21,2,170,11
21,3,162,11
21,4,154,11
21,5,146,11
21,6,138,11
21,7,142,11
21,8,146,11
21,9,150,11
21,10,154,11
21,11,158,11
21,12,162,11
22,1,1794,11
22,2,1818,11
22,3,1521,11
22,4,1509,11
22,5,1497,11
22,6,1485,11
22,7,1473,11
22,8,1461,11
22,9,1449,11
22,10,1437,11
22,11,1746,11
22,12,1770,11
23,1,1933,11
23,2,1909,11
23,3,1531,11
23,4,1543,11
23,5,1555,11
23,6,1567,11
23,7,1579,11
23,8,1591,11
23,9,1603,11
23,10,1615,11
23,11,1981,11
23,12,1957,11
24,1,731,11
24,2,755,11
24,3,916,11
24,4,765,11
24,5,820,11
24,6,741,11
24,7,801,11
24,8,856,11
24,9,705,11
24,10,693,11
24,11,820,11
24,12,779,11
25,1,1935,11
25,2,1983,11
25,3,2273,11
25,4,2181,11
25,5,2089,11
25,6,1997,11
25,7,1931,11
25,8,1907,11
25,9,1883,11
25,10,1859,11
25,11,1839,11
25,12,1887,11
26,1,10422,11
26,2,10422,11
26,3,10466,11
26,4,10394,11
26,5,10322,11
26,6,10250,11
26,7,10169,11
26,8,10097,11
26,9,10025,11
26,10,9953,11
26,11,10422,11
26,12,10422,11
27,1,868,11
27,2,892,11
27,3,777,11
27,4,904,11
27,5,825,11
27,6,880,11
27,7,796,11
27,8,717,11
27,9,844,11
27,10,832,11
27,11,683,11
27,12,772,11
28,1,1439,11
28,2,1439,11
28,3,1436,11
28,4,1436,11
28,5,1436,11
28,6,1436,11
28,7,1430,11
28,8,1430,11
28,9,1430,11
28,10,1430,11
28,11,1439,11
28,12,1439,11
29,1,132,11
29,2,132,11
29,3,110,11
29,4,132,11
29,5,121,11
29,6,132,11
29,7,121,11
29,8,110,11
29,9,132,11
29,10,132,11
29,11,110,11
29,12,121,11
30,1,142,11
30,2,138,11
30,3,162,11
30,4,143,11
30,5,166,11
30,6,159,11
30,7,178,11
30,8,190,11
30,9,158,11
30,10,154,11
30,11,178,11
30,12,158,11
31,1,2406,11
31,2,2394,11
31,3,2481,11
31,4,2457,11
31,5,2433,11
31,6,2409,11
31,7,2388,11
31,8,2352,11
31,9,2316,11
31,10,2280,11
31,11,2430,11
31,12,2418,11
32,1,2096,11
32,2,2008,11
32,3,1957,11
32,4,2013,11
32,5,2069,11
32,6,2125,11
32,7,2174,11
32,8,2146,11
32,9,2118,11
32,10,2090,11
32,11,2272,11
32,12,2184,11
33,1,170,11
33,2,166,11
33,3,135,11
33,4,170,11
33,5,163,11
33,6,186,11
33,7,182,11
33,8,162,11
33,9,186,11
33,10,182,11
33,11,150,11
33,12,162,11
34,1,141,11
34,2,142,11
34,3,119,11
34,4,142,11
34,5,131,11
34,6,142,11
34,7,132,11
34,8,120,11
34,9,143,11
34,10,144,11
34,11,121,11
34,12,131,11
35,1,119,11
35,2,120,11
35,3,119,11
35,4,120,11
35,5,120,11
35,6,120,11
35,7,121,11
35,8,120,11
35,9,121,11
35,10,122,11
35,11,121,11
35,12,120,11
