motif,time,count,delta
27,11,3330,10
27,12,0,10
28,1,798,10
28,2,798,10
28,3,798,10
28,4,798,10
28,5,767,10
28,6,62,10
28,7,40,10
28,8,505,10
28,9,180,10
28,10,180,10
28,11,309,10
28,12,1286,10
29,1,211,10
29,2,211,10
29,3,211,10
29,4,211,10
29,5,208,10
29,6,184,10
29,7,234,10
29,8,666,10
29,9,671,10
29,10,671,10
29,11,301,10
29,12,151,10
30,1,586,10
30,2,1289,10
30,3,1992,10
30,4,2695,10
30,5,3116,10
30,6,340,10
30,7,408,10
30,8,629,10
30,9,1258,10
30,10,3997,10
30,11,2594,10
30,12,390,10
31,1,14696,10
31,2,12218,10
31,3,9740,10
31,4,7262,10
31,5,5132,10
31,6,3227,10
31,7,890,10
31,8,16972,10
31,9,10226,10
31,10,6291,10
31,11,4928,10
31,12,17076,10
32,1,20346,10
32,2,15090,10
32,3,9834,10
32,4,4578,10
32,5,46,10
32,6,2109,10
32,7,0,10
32,8,10282,10
32,9,6734,10
32,10,2965,10
32,11,1584,10
32,12,22630,10
33,1,3809,10
33,2,3809,10
33,3,3809,10
33,4,3809,10
33,5,3225,10
33,6,2096,10
33,7,2811,10
33,8,2749,10
33,9,2899,10
33,10,2899,10
33,11,1487,10
33,12,3040,10
34,1,0,10
34,2,187,10
34,3,374,10
34,4,561,10
34,5,672,10
34,6,0,10
34,7,4,10
34,8,0,10
34,9,0,10
34,10,278,10
34,11,258,10
34,12,0,10
35,1,729,10
35,2,542,10
35,3,355,10
35,4,168,10
35,5,8,10
35,6,96,10
35,7,0,10
35,8,673,10
35,9,407,10
35,10,129,10
35,11,0,10
35,12,817,10
