motif,time,count,delta
10,12,0,4
11,1,0,4
11,2,2,4
11,3,4,4
11,4,75,4
11,5,128,4
11,6,0,4
11,7,0,4
11,8,6,4
11,9,12,4
11,10,18,4
11,11,0,4
11,12,0,4
12,1,0,4
12,2,103,4
12,3,421,4
12,4,699,4
12,5,1500,4
12,6,261,4
12,7,462,4
12,8,431,4
12,9,1682,4
12,10,3753,4
12,11,1774,4
12,12,0,4
13,1,0,4
13,2,0,4
13,3,0,4
13,4,0,4
13,5,0,4
13,6,0,4
13,7,0,4
13,8,0,4
13,9,0,4
13,10,0,4
13,11,0,4
13,12,0,4
14,1,21025,4
14,2,12395,4
14,3,5987,4
14,4,1801,4
14,5,132,4
14,6,1122,4
14,7,460,4
14,8,15485,4
14,9,7421,4
14,10,2229,4
14,11,1836,4
14,12,22220,4
15,1,0,4
15,2,773,4
15,3,1118,4
15,4,1935,4
15,5,1100,4
15,6,345,4
15,7,188,4
15,8,1920,4
15,9,2714,4
15,10,2382,4
15,11,464,4
15,12,0,4
16,1,17,4
16,2,370,4
16,3,485,4
16,4,601,4
16,5,232,4
16,6,273,4
16,7,134,4
16,8,1681,4
16,9,1972,4
16,10,1327,4
16,11,420,4
16,12,0,4
17,1,0,4
17,2,0,4
17,3,0,4
17,4,0,4
17,5,28,4
17,6,0,4
17,7,0,4
17,8,9,4
17,9,6,4
17,10,3,4
17,11,196,4
17,12,0,4
18,1,0,4
18,2,363,4
18,3,518,4
18,4,583,4
18,5,340,4
18,6,0,4
18,7,0,4
18,8,1302,4
18,9,1696,4
18,10,1182,4
18,11,248,4
18,12,0,4
19,1,6111,4
19,2,3646,4
19,3,1811,4
19,4,606,4
19,5,41,4
19,6,529,4
19,7,620,4
19,8,8765,4
19,9,4138,4
19,10,1221,4
19,11,486,4
19,12,6300,4
20,1,0,4
20,2,0,4
20,3,0,4
20,4,0,4
20,5,0,4
20,6,0,4
20,7,0,4
20,8,0,4
20,9,0,4
20,10,0,4
20,11,0,4
20,12,0,4
21,1,0,4
21,2,9,4
21,3,43,4
21,4,486,4
21,5,1319,4
21,6,63,4
21,7,114,4
21,8,72,4
21,9,285,4
21,10,639,4
21,11,576,4
21,12,0,4
22,1,0,4
22,2,39,4
22,3,176,4
22,4,393,4
22,5,1018,4
22,6,654,4
22,7,1072,4
22,8,120,4
22,9,506,4
22,10,1158,4
22,11,2096,4
22,12,0,4
23,1,0,4
23,2,86,4
23,3,270,4
23,4,607,4
23,5,1302,4
23,6,498,4
23,7,1090,4
23,8,265,4
23,9,784,4
23,10,1569,4
23,11,2436,4
23,12,0,4
24,1,0,4
24,2,118,4
24,3,451,4
24,4,736,4
24,5,1580,4
24,6,279,4
24,7,458,4
24,8,500,4
24,9,1820,4
24,10,3960,4
24,11,2114,4
24,12,0,4
25,1,18,4
25,2,810,4
25,3,1036,4
25,4,1044,4
25,5,76,4
25,6,240,4
25,7,33,4
25,8,3567,4
25,9,4013,4
25,10,1737,4
25,11,0,4
25,12,0,4
26,1,16952,4
26,2,9376,4
26,3,4022,4
26,4,890,4
26,5,102,4
26,6,741,4
26,7,316,4
26,8,12030,4
26,9,5128,4
26,10,1098,4
26,11,1796,4
26,12,17776,4
27,1,0,4
27,2,0,4
27,3,0,4
27,4,0,4
27,5,0,4
27,6,0,4
27,7,0,4
27,8,0,4
27,9,0,4
27,10,0,4
27,11,0,4
27,12,0,4
28,1,762,4
28,2,373,4
28,3,119,4
28,4,0,4
28,5,8,4
28,6,42,4
28,7,36,4
28,8,482,4
28,9,145,4
28,10,0,4
28,11,54,4
28,12,810,4
29,1,0,4
29,2,0,4
29,3,16,4
29,4,16,4
29,5,55,4
29,6,12,4
29,7,24,4
29,8,0,4
29,9,45,4
29,10,135,4
29,11,120,4
29,12,0,4
30,1,0,4
30,2,0,4
30,3,0,4
30,4,130,4
30,5,184,4
30,6,0,4
30,7,0,4
30,8,0,4
30,9,0,4
30,10,0,4
30,11,0,4
30,12,0,4
31,1,5067,4
31,2,3314,4
31,3,1881,4
31,4,1088,4
31,5,71,4
31,6,1634,4
31,7,551,4
31,8,8315,4
31,9,4832,4
31,10,2027,4
31,11,230,4
31,12,5040,4
32,1,0,4
32,2,820,4
32,3,1070,4
32,4,1687,4
32,5,8,4
32,6,465,4
32,7,0,4
32,8,1656,4
32,9,2119,4
32,10,1398,4
32,11,0,4
32,12,0,4
33,1,0,4
33,2,16,4
33,3,57,4
33,4,600,4
33,5,1233,4
33,6,63,4
33,7,146,4
33,8,69,4
33,9,279,4
33,10,630,4
33,11,576,4
33,12,0,4
34,1,0,4
34,2,0,4
34,3,0,4
34,4,0,4
34,5,0,4
34,6,0,4
34,7,0,4
34,8,0,4
34,9,0,4
34,10,0,4
34,11,0,4
34,12,0,4
35,1,0,4
35,2,42,4
35,3,52,4
35,4,63,4
35,5,4,4
35,6,12,4
35,7,0,4
35,8,110,4
35,9,130,4
35,10,60,4
35,11,0,4
35,12,0,4
