motif,time,count,delta
0,1,0,9
0,2,0,9
0,3,3131,9
0,4,6262,9
0,5,8535,9
0,6,0,9
0,7,0,9
0,8,0,9
0,9,0,9
0,10,0,9
0,11,3169,9
0,12,0,9
1,1,4752,9
1,2,6513,9
1,3,6513,9
1,4,6513,9
1,5,5872,9
1,6,2628,9
1,7,3760,9
1,8,8820,9
1,9,8839,9
1,10,8938,9
1,11,7914,9
1,12,1893,9
2,1,16945,9
2,2,10198,9
2,3,10198,9
2,4,10198,9
2,5,10160,9
2,6,1008,9
2,7,468,9
2,8,11604,9
2,9,5094,9
2,10,1431,9
2,11,5362,9
2,12,26686,9
3,1,12376,9
3,2,10300,9
3,3,7169,9
3,4,4038,9
3,5,953,9
3,6,1604,9
3,7,569,9
3,8,10003,9
3,9,6756,9
3,10,3389,9
3,11,1712,9
3,12,10866,9
4,1,4795,9
4,2,4776,9
4,3,3463,9
4,4,2150,9
4,5,1160,9
4,6,1320,9
4,7,759,9
4,8,10694,9
4,9,8105,9
4,10,5260,9
4,11,1754,9
4,12,4353,9
5,1,4,9
5,2,416,9
5,3,1729,9
5,4,3042,9
5,5,4312,9
5,6,61,9
5,7,61,9
5,8,188,9
5,9,318,9
5,10,448,9
5,11,2209,9
5,12,4,9
6,1,2922,9
6,2,2580,9
6,3,1877,9
6,4,1174,9
6,5,533,9
6,6,1548,9
6,7,1810,9
6,8,7867,9
6,9,5562,9
6,10,3229,9
6,11,1616,9
6,12,2740,9
7,1,6668,9
7,2,6102,9
7,3,6102,9
7,4,6102,9
7,5,6276,9
7,6,3304,9
7,7,3852,9
7,8,14642,9
7,9,11064,9
7,10,9446,9
7,11,9972,9
7,12,8384,9
8,1,2065,9
8,2,3463,9
8,3,3463,9
8,4,3463,9
8,5,3753,9
8,6,2229,9
8,7,3393,9
8,8,20193,9
8,9,20195,9
8,10,20352,9
8,11,8854,9
8,12,879,9
9,1,207,9
9,2,276,9
9,3,979,9
9,4,1682,9
9,5,2538,9
9,6,352,9
9,7,440,9
9,8,0,9
9,9,886,9
9,10,1772,9
9,11,2105,9
9,12,138,9
10,1,174,9
10,2,260,9
10,3,260,9
10,4,260,9
10,5,250,9
10,6,520,9
10,7,650,9
10,8,0,9
10,9,173,9
10,10,346,9
10,11,512,9
10,12,116,9
11,1,217,9
11,2,289,9
11,3,289,9
11,4,289,9
11,5,300,9
11,6,512,9
11,7,640,9
11,8,50,9
11,9,252,9
11,10,454,9
11,11,353,9
11,12,146,9
12,1,2944,9
12,2,3838,9
12,3,3838,9
12,4,3838,9
12,5,3899,9
12,6,2070,9
12,7,3007,9
12,8,14712,9
12,9,14734,9
12,10,14824,9
12,11,4239,9
12,12,1540,9
13,1,0,9
13,2,0,9
13,3,2869,9
13,4,5738,9
13,5,8139,9
13,6,0,9
13,7,0,9
13,8,0,9
13,9,387,9
13,10,774,9
13,11,3862,9
13,12,0,9
14,1,21025,9
14,2,13181,9
14,3,13290,9
14,4,13399,9
14,5,12809,9
14,6,1306,9
14,7,460,9
14,8,15508,9
14,9,7618,9
14,10,2565,9
14,11,6663,9
14,12,31877,9
15,1,13089,9
15,2,11075,9
15,3,7944,9
15,4,4813,9
15,5,1750,9
15,6,1792,9
15,7,778,9
15,8,11581,9
15,9,8330,9
15,10,4959,9
15,11,771,9
15,12,11452,9
16,1,4442,9
16,2,4303,9
16,3,3012,9
16,4,1721,9
16,5,871,9
16,6,1213,9
16,7,654,9
16,8,8336,9
16,9,5809,9
16,10,3026,9
16,11,1659,9
16,12,4060,9
17,1,0,9
17,2,62,9
17,3,1353,9
17,4,2644,9
17,5,3680,9
17,6,0,9
17,7,0,9
17,8,61,9
17,9,131,9
17,10,185,9
17,11,3743,9
17,12,0,9
18,1,3022,9
18,2,2675,9
18,3,1972,9
18,4,1269,9
18,5,531,9
18,6,2456,9
18,7,2945,9
18,8,7790,9
18,9,5324,9
18,10,2830,9
18,11,818,9
18,12,2816,9
19,1,6111,9
19,2,4193,9
19,3,6671,9
19,4,9149,9
19,5,10823,9
19,6,758,9
19,7,620,9
19,8,8831,9
19,9,4467,9
19,10,1662,9
19,11,5812,9
19,12,9206,9
20,1,0,9
20,2,372,9
20,3,5628,9
20,4,10884,9
20,5,14106,9
20,6,0,9
20,7,0,9
20,8,0,9
20,9,0,9
20,10,0,9
20,11,2965,9
20,12,0,9
21,1,2734,9
21,2,3417,9
21,3,3417,9
21,4,3417,9
21,5,3302,9
21,6,2126,9
21,7,2889,9
21,8,2565,9
21,9,2667,9
21,10,2769,9
21,11,1520,9
21,12,1383,9
22,1,2231,9
22,2,3913,9
22,3,3935,9
22,4,3957,9
22,5,3669,9
22,6,2070,9
22,7,2617,9
22,8,4600,9
22,9,4646,9
22,10,4758,9
22,11,4884,9
22,12,1076,9
