motif,time,count,delta
0,1,648,9
0,2,640,9
0,3,494,9
0,4,500,9
0,5,506,9
0,6,501,9
0,7,501,9
0,8,496,9
0,9,496,9
0,10,490,9
0,11,625,9
0,12,638,9
1,1,1617,9
1,2,1617,9
1,3,1326,9
1,4,1312,9
1,5,1305,9
1,6,1305,9
1,7,1312,9
1,8,1326,9
1,9,1347,9
1,10,1347,9
1,11,1617,9
1,12,1617,9
2,1,7286,9
2,2,7286,9
2,3,6588,9
2,4,6619,9
2,5,6670,9
2,6,6670,9
2,7,6669,9
2,8,6669,9
2,9,6669,9
2,10,6669,9
2,11,7386,9
2,12,7324,9
3,1,619,9
3,2,627,9
3,3,492,9
3,4,486,9
3,5,480,9
3,6,485,9
3,7,485,9
3,8,490,9
3,9,490,9
3,10,496,9
3,11,642,9
3,12,629,9
4,1,981,9
4,2,997,9
4,3,1035,9
4,4,1081,9
4,5,1125,9
4,6,1117,9
4,7,1109,9
4,8,1101,9
4,9,1093,9
4,10,1085,9
4,11,1055,9
4,12,1017,9
5,1,956,9
5,2,940,9
5,3,962,9
5,4,996,9
5,5,1032,9
5,6,1040,9
5,7,1048,9
5,8,1056,9
5,9,1064,9
5,10,1072,9
5,11,1042,9
5,12,1000,9
6,1,82,9
6,2,81,9
6,3,133,9
6,4,135,9
6,5,135,9
6,6,133,9
6,7,82,9
6,8,82,9
6,9,81,9
6,10,80,9
6,11,80,9
6,12,81,9
7,1,1746,9
7,2,1746,9
7,3,1608,9
7,4,1614,9
7,5,1629,9
7,6,1629,9
7,7,1497,9
7,8,1503,9
7,9,1512,9
7,10,1512,9
7,11,1764,9
7,12,1752,9
8,1,1208,9
8,2,1208,9
8,3,1530,9
8,4,1548,9
8,5,1575,9
8,6,1575,9
8,7,1242,9
8,8,1242,9
8,9,1242,9
8,10,1242,9
8,11,1230,9
8,12,1216,9
9,1,80,9
9,2,81,9
9,3,129,9
9,4,127,9
9,5,127,9
9,6,129,9
9,7,80,9
9,8,80,9
9,9,81,9
9,10,82,9
9,11,82,9
9,12,81,9
10,1,0,9
10,2,0,9
10,3,0,9
10,4,0,9
10,5,0,9
10,6,0,9
10,7,0,9
10,8,0,9
10,9,0,9
10,10,0,9
10,11,0,9
10,12,0,9
11,1,0,9
11,2,0,9
11,3,0,9
11,4,0,9
11,5,0,9
11,6,0,9
11,7,0,9
11,8,0,9
11,9,0,9
11,10,0,9
11,11,0,9
11,12,0,9
12,1,530,9
12,2,506,9
12,3,502,9
12,4,510,9
12,5,521,9
12,6,533,9
12,7,545,9
12,8,557,9
12,9,569,9
12,10,581,9
12,11,573,9
12,12,553,9
13,1,1465,9
13,2,1417,9
13,3,1451,9
13,4,1446,9
13,5,1454,9
13,6,1546,9
13,7,1495,9
13,8,1519,9
13,9,1543,9
13,10,1567,9
13,11,1551,9
13,12,1511,9
14,1,7564,9
14,2,7564,9
14,3,7334,9
14,4,7371,9
14,5,7428,9
14,6,7500,9
14,7,7570,9
14,8,7642,9
14,9,7714,9
14,10,7786,9
14,11,7932,9
14,12,7745,9
15,1,530,9
15,2,506,9
15,3,502,9
15,4,510,9
15,5,521,9
15,6,533,9
15,7,545,9
15,8,557,9
15,9,569,9
15,10,581,9
15,11,573,9
15,12,553,9
16,1,1054,9
16,2,1094,9
16,3,1004,9
16,4,1035,9
16,5,1061,9
16,6,1041,9
16,7,1021,9
16,8,1001,9
16,9,981,9
16,10,961,9
16,11,1071,9
16,12,1060,9
17,1,1121,9
17,2,1081,9
17,3,926,9
17,4,940,9
17,5,959,9
17,6,979,9
17,7,999,9
17,8,1019,9
17,9,1039,9
17,10,1059,9
17,11,1194,9
17,12,1160,9
18,1,116,9
18,2,120,9
18,3,114,9
18,4,107,9
18,5,99,9
18,6,91,9
18,7,93,9
18,8,96,9
18,9,100,9
18,10,104,9
18,11,108,9
18,12,112,9
19,1,1758,9
19,2,1770,9
19,3,1728,9
19,4,1716,9
19,5,1710,9
19,6,1734,9
19,7,1737,9
19,8,1770,9
19,9,1806,9
19,10,1842,9
19,11,1854,9
19,12,1806,9
20,1,1583,9
20,2,1671,9
20,3,1563,9
20,4,1514,9
20,5,1458,9
20,6,1402,9
20,7,1416,9
20,8,1437,9
20,9,1465,9
20,10,1493,9
