motif,time,count,delta
13,8,0,5
13,9,0,5
13,10,0,5
13,11,0,5
13,12,0,5
14,1,21025,5
14,2,12395,5
14,3,5987,5
14,4,1801,5
14,5,172,5
14,6,1306,5
14,7,460,5
14,8,15485,5
14,9,7421,5
14,10,2229,5
14,11,2850,5
14,12,31839,5
15,1,987,5
15,2,1546,5
15,3,3183,5
15,4,3180,5
15,5,1577,5
15,6,460,5
15,7,306,5
15,8,3840,5
15,9,4071,5
15,10,3176,5
15,11,580,5
15,12,0,5
16,1,494,5
16,2,728,5
16,3,1110,5
16,4,960,5
16,5,323,5
16,6,405,5
16,7,238,5
16,8,3033,5
16,9,2856,5
16,10,1743,5
16,11,525,5
16,12,22,5
17,1,0,5
17,2,0,5
17,3,0,5
17,4,0,5
17,5,35,5
17,6,0,5
17,7,0,5
17,8,9,5
17,9,6,5
17,10,3,5
17,11,245,5
17,12,0,5
18,1,467,5
18,2,726,5
18,3,932,5
18,4,856,5
18,5,464,5
18,6,0,5
18,7,589,5
18,8,2604,5
18,9,2544,5
18,10,1576,5
18,11,310,5
18,12,0,5
19,1,6111,5
19,2,3646,5
19,3,1811,5
19,4,606,5
19,5,75,5
19,6,758,5
19,7,620,5
19,8,8765,5
19,9,4138,5
19,10,1221,5
19,11,690,5
19,12,9165,5
20,1,0,5
20,2,0,5
20,3,0,5
20,4,0,5
20,5,0,5
20,6,0,5
20,7,0,5
20,8,0,5
20,9,0,5
20,10,0,5
20,11,0,5
20,12,0,5
21,1,9,5
21,2,43,5
21,3,486,5
21,4,1383,5
21,5,2627,5
21,6,114,5
21,7,461,5
21,8,285,5
21,9,639,5
21,10,1134,5
21,11,900,5
21,12,0,5
22,1,39,5
22,2,176,5
22,3,393,5
22,4,1078,5
22,5,2088,5
22,6,1072,5
22,7,1143,5
22,8,506,5
22,9,1158,5
22,10,2076,5
22,11,3300,5
22,12,0,5
23,1,86,5
23,2,270,5
23,3,607,5
23,4,1412,5
23,5,2473,5
23,6,1090,5
23,7,1159,5
23,8,787,5
23,9,1572,5
23,10,2623,5
23,11,3725,5
23,12,0,5
24,1,118,5
24,2,451,5
24,3,736,5
24,4,1584,5
24,5,3037,5
24,6,458,5
24,7,610,5
24,8,1820,5
24,9,3960,5
24,10,6920,5
24,11,3250,5
24,12,0,5
25,1,1099,5
25,2,1608,5
25,3,2208,5
25,4,1624,5
25,5,114,5
25,6,372,5
25,7,237,5
25,8,6868,5
25,9,5953,5
25,10,2316,5
25,11,0,5
25,12,24,5
26,1,16952,5
26,2,9376,5
26,3,4022,5
26,4,890,5
26,5,146,5
26,6,886,5
26,7,316,5
26,8,12030,5
26,9,5128,5
26,10,1098,5
26,11,2800,5
26,12,26712,5
27,1,0,5
27,2,0,5
27,3,0,5
27,4,0,5
27,5,0,5
27,6,0,5
27,7,0,5
27,8,0,5
27,9,0,5
27,10,0,5
27,11,0,5
27,12,0,5
28,1,762,5
28,2,373,5
28,3,119,5
28,4,0,5
28,5,12,5
28,6,62,5
28,7,36,5
28,8,482,5
28,9,145,5
28,10,0,5
28,11,90,5
28,12,1282,5
29,1,0,5
29,2,16,5
29,3,16,5
29,4,61,5
29,5,145,5
29,6,24,5
29,7,24,5
29,8,45,5
29,9,135,5
29,10,270,5
29,11,200,5
29,12,0,5
30,1,0,5
30,2,0,5
30,3,130,5
30,4,260,5
30,5,276,5
30,6,0,5
30,7,68,5
30,8,0,5
30,9,0,5
30,10,0,5
30,11,0,5
30,12,0,5
31,1,5686,5
31,2,3778,5
31,3,2871,5
31,4,1562,5
31,5,124,5
31,6,2172,5
31,7,607,5
31,8,9823,5
31,9,5824,5
31,10,2503,5
31,11,370,5
31,12,7874,5
32,1,1105,5
32,2,1640,5
32,3,3618,5
32,4,2874,5
32,5,12,5
32,6,694,5
32,7,0,5
32,8,3306,5
32,9,3177,5
32,10,1864,5
32,11,0,5
32,12,0,5
33,1,16,5
33,2,57,5
33,3,600,5
33,4,1597,5
33,5,2500,5
33,6,146,5
33,7,328,5
33,8,279,5
33,9,630,5
33,10,1122,5
33,11,900,5
33,12,0,5
34,1,0,5
34,2,0,5
34,3,0,5
34,4,0,5
34,5,0,5
34,6,0,5
34,7,0,5
34,8,0,5
34,9,0,5
34,10,0,5
34,11,0,5
34,12,0,5
35,1,58,5
35,2,84,5
35,3,140,5
35,4,106,5
35,5,6,5
35,6,16,5
35,7,0,5
35,8,220,5
35,9,195,5
35,10,80,5
35,11,0,5
35,12,0,5
