motif,time,count,delta
15,7,660,8
15,8,9600,8
15,9,8187,8
15,10,4876,8
15,11,771,8
15,12,6927,8
16,1,3285,8
16,2,3401,8
16,3,2990,8
16,4,1699,8
16,5,721,8
16,6,1011,8
16,7,550,8
16,8,7089,8
16,9,5439,8
16,10,2784,8
16,11,979,8
16,12,2637,8
17,1,0,8
17,2,0,8
17,3,40,8
17,4,1331,8
17,5,2465,8
17,6,0,8
17,7,0,8
17,8,9,8
17,9,42,8
17,10,104,8
17,11,441,8
17,12,0,8
18,1,2326,8
18,2,2391,8
18,3,1972,8
18,4,1269,8
18,5,531,8
18,6,1842,8
18,7,2356,8
18,8,6510,8
18,9,5079,8
18,10,2599,8
18,11,818,8
18,12,1979,8
19,1,6111,8
19,2,3646,8
19,3,2325,8
19,4,4803,8
19,5,6830,8
19,6,758,8
19,7,620,8
19,8,8765,8
19,9,4192,8
19,10,1455,8
19,11,1204,8
19,12,9206,8
20,1,0,8
20,2,0,8
20,3,372,8
20,4,5628,8
20,5,9528,8
20,6,0,8
20,7,0,8
20,8,0,8
20,9,0,8
20,10,0,8
20,11,0,8
20,12,0,8
21,1,1383,8
21,2,2734,8
21,3,3417,8
21,4,3417,8
21,5,3302,8
21,6,1467,8
21,7,2126,8
21,8,1770,8
21,9,2565,8
21,10,2667,8
21,11,1520,8
21,12,486,8
22,1,1078,8
22,2,2231,8
22,3,3913,8
22,4,3935,8
22,5,3637,8
22,6,1642,8
22,7,2070,8
22,8,3260,8
22,9,4600,8
22,10,4646,8
22,11,4760,8
22,12,391,8
23,1,1412,8
23,2,2685,8
23,3,3677,8
23,4,3655,8
23,5,3346,8
23,6,1654,8
23,7,2080,8
23,8,3949,8
23,9,5560,8
23,10,5598,8
23,11,5464,8
23,12,607,8
24,1,1584,8
24,2,2995,8
24,3,4638,8
24,4,4638,8
24,5,4742,8
24,6,1556,8
24,7,2350,8
24,8,10700,8
24,9,14892,8
24,10,14944,8
24,11,4705,8
24,12,734,8
25,1,6892,8
25,2,6900,8
25,3,5582,8
25,4,2713,8
25,5,152,8
25,6,1839,8
25,7,849,8
25,8,16771,8
25,9,11581,8
25,10,3569,8
25,11,0,8
25,12,5690,8
26,1,16952,8
26,2,9376,8
26,3,4560,8
26,4,4451,8
26,5,4424,8
26,6,886,8
26,7,316,8
26,8,12030,8
26,9,5218,8
26,10,1219,8
26,11,4029,8
26,12,26750,8
27,1,0,8
27,2,0,8
27,3,371,8
27,4,3502,8
27,5,6093,8
27,6,0,8
27,7,0,8
27,8,0,8
27,9,0,8
27,10,0,8
27,11,0,8
27,12,0,8
28,1,762,8
28,2,373,8
28,3,137,8
28,4,137,8
28,5,154,8
28,6,62,8
28,7,36,8
28,8,482,8
28,9,147,8
28,10,7,8
28,11,142,8
28,12,1286,8
29,1,61,8
29,2,151,8
29,3,211,8
29,4,211,8
29,5,208,8
29,6,72,8
29,7,120,8
29,8,450,8
29,9,665,8
29,10,666,8
29,11,301,8
29,12,16,8
30,1,260,8
30,2,390,8
30,3,586,8
30,4,1289,8
30,5,1760,8
30,6,204,8
30,7,272,8
30,8,0,8
30,9,0,8
30,10,629,8
30,11,414,8
30,12,130,8
31,1,10349,8
31,2,8296,8
31,3,6004,8
31,4,3526,8
31,5,1539,8
31,6,2805,8
31,7,775,8
31,8,14347,8
31,9,8795,8
31,10,3744,8
31,11,873,8
31,12,12000,8
32,1,12750,8
32,2,13367,8
32,3,9834,8
32,4,4578,8
32,5,34,8
32,6,1543,8
32,7,0,8
32,8,8256,8
32,9,6452,8
32,10,2904,8
32,11,288,8
32,12,9368,8
33,1,1597,8
33,2,3048,8
33,3,3809,8
33,4,3809,8
33,5,3201,8
33,6,1004,8
33,7,1498,8
33,8,1755,8
33,9,2599,8
33,10,2749,8
33,11,1487,8
33,12,596,8
34,1,0,8
34,2,0,8
34,3,0,8
34,4,187,8
34,5,336,8
34,6,0,8
34,7,0,8
34,8,0,8
34,9,0,8
34,10,0,8
34,11,0,8
34,12,0,8
35,1,472,8
35,2,483,8
35,3,355,8
35,4,168,8
35,5,8,8
35,6,64,8
35,7,0,8
35,8,550,8
35,9,391,8
35,10,125,8
35,11,0,8
35,12,371,8
