motif,time,count,delta
10,11,0,7
10,12,0,7
11,1,0,7
11,2,0,7
11,3,0,7
11,4,0,7
11,5,0,7
11,6,0,7
11,7,0,7
11,8,0,7
11,9,0,7
11,10,0,7
11,11,0,7
11,12,0,7
12,1,335,7
12,2,315,7
12,3,308,7
12,4,310,7
12,5,315,7
12,6,323,7
12,7,334,7
12,8,346,7
12,9,358,7
12,10,370,7
12,11,366,7
12,12,352,7
13,1,922,7
13,2,882,7
13,3,910,7
13,4,893,7
13,5,889,7
13,6,898,7
13,7,920,7
13,8,944,7
13,9,968,7
13,10,992,7
13,11,984,7
13,12,956,7
14,1,4752,7
14,2,4613,7
14,3,4548,7
14,4,4549,7
14,5,4570,7
14,6,4611,7
14,7,4672,7
14,8,4744,7
14,9,4816,7
14,10,4888,7
14,11,5048,7
14,12,4897,7
15,1,335,7
15,2,315,7
15,3,308,7
15,4,310,7
15,5,315,7
15,6,323,7
15,7,334,7
15,8,346,7
15,9,358,7
15,10,370,7
15,11,366,7
15,12,352,7
16,1,652,7
16,2,651,7
16,3,574,7
16,4,605,7
16,5,631,7
16,6,652,7
16,7,668,7
16,8,648,7
16,9,628,7
16,10,608,7
16,11,669,7
16,12,658,7
17,1,705,7
17,2,671,7
17,3,564,7
17,4,568,7
17,5,577,7
17,6,591,7
17,7,610,7
17,8,630,7
17,9,650,7
17,10,670,7
17,11,758,7
17,12,734,7
18,1,74,7
18,2,78,7
18,3,74,7
18,4,69,7
18,5,63,7
18,6,56,7
18,7,56,7
18,8,57,7
18,9,59,7
18,10,62,7
18,11,66,7
18,12,70,7
19,1,1110,7
19,2,1074,7
19,3,1080,7
19,4,1062,7
19,5,1050,7
19,6,1044,7
19,7,1068,7
19,8,1095,7
19,9,1125,7
19,10,1158,7
19,11,1182,7
19,12,1146,7
20,1,1000,7
20,2,1022,7
20,3,994,7
20,4,959,7
20,5,917,7
20,6,868,7
20,7,868,7
20,8,875,7
20,9,889,7
20,10,910,7
20,11,974,7
20,12,984,7
21,1,74,7
21,2,78,7
21,3,74,7
21,4,69,7
21,5,63,7
21,6,56,7
21,7,56,7
21,8,57,7
21,9,59,7
21,10,62,7
21,11,66,7
21,12,70,7
22,1,743,7
22,2,742,7
22,3,609,7
22,4,628,7
22,5,644,7
22,6,657,7
22,7,667,7
22,8,655,7
22,9,643,7
22,10,631,7
22,11,754,7
22,12,747,7
23,1,866,7
23,2,846,7
23,3,667,7
23,4,669,7
23,5,674,7
23,6,682,7
23,7,693,7
23,8,705,7
23,9,717,7
23,10,729,7
23,11,897,7
23,12,883,7
24,1,322,7
24,2,273,7
24,3,273,7
24,4,330,7
24,5,349,7
24,6,369,7
24,7,426,7
24,8,366,7
24,9,307,7
24,10,295,7
24,11,285,7
24,12,368,7
25,1,723,7
25,2,721,7
25,3,847,7
25,4,856,7
25,5,846,7
25,6,817,7
25,7,837,7
25,8,813,7
25,9,789,7
25,10,765,7
25,11,745,7
25,12,731,7
26,1,4098,7
26,2,3969,7
26,3,3978,7
26,4,4092,7
26,5,4190,7
26,6,4272,7
26,7,4337,7
26,8,4265,7
26,9,4193,7
26,10,4121,7
26,11,4374,7
26,12,4233,7
27,1,313,7
27,2,357,7
27,3,356,7
27,4,340,7
27,5,356,7
27,6,365,7
27,7,331,7
27,8,367,7
27,9,402,7
27,10,390,7
27,11,378,7
27,12,278,7
28,1,546,7
28,2,546,7
28,3,552,7
28,4,548,7
28,5,546,7
28,6,546,7
28,7,546,7
28,8,546,7
28,9,546,7
28,10,546,7
28,11,555,7
28,12,549,7
29,1,49,7
29,2,56,7
29,3,56,7
29,4,49,7
29,5,49,7
29,6,49,7
29,7,42,7
29,8,49,7
29,9,56,7
29,10,56,7
29,11,56,7
29,12,42,7
30,1,74,7
30,2,62,7
30,3,59,7
30,4,67,7
30,5,65,7
30,6,64,7
30,7,72,7
30,8,71,7
30,9,67,7
30,10,71,7
30,11,74,7
30,12,90,7
31,1,954,7
31,2,900,7
31,3,945,7
31,4,960,7
31,5,969,7
31,6,972,7
31,7,990,7
31,8,984,7
31,9,975,7
31,10,963,7
31,11,1062,7
31,12,1008,7
32,1,920,7
32,2,840,7
32,3,819,7
32,4,805,7
32,5,798,7
32,6,798,7
32,7,798,7
32,8,840,7
32,9,875,7
32,10,903,7
32,11,1062,7
32,12,994,7
33,1,78,7
33,2,82,7
33,3,78,7
33,4,65,7
33,5,64,7
33,6,64,7
33,7,56,7
33,8,70,7
33,9,85,7
33,10,90,7
33,11,94,7
33,12,70,7
34,1,55,7
34,2,62,7
34,3,62,7
34,4,54,7
34,5,55,7
34,6,55,7
34,7,47,7
34,8,54,7
34,9,63,7
34,10,64,7
34,11,64,7
34,12,49,7
35,1,48,7
35,2,48,7
35,3,48,7
35,4,47,7
35,5,48,7
35,6,48,7
35,7,47,7
35,8,47,7
35,9,49,7
35,10,50,7
35,11,50,7
35,12,49,7
