motif,time,count,delta
12,4,110,4
12,5,110,4
12,6,110,4
12,7,112,4
12,8,117,4
12,9,125,4
12,10,136,4
12,11,138,4
12,12,133,4
13,1,340,4
13,2,318,4
13,3,352,4
13,4,331,4
13,5,317,4
13,6,310,4
13,7,314,4
13,8,324,4
13,9,340,4
13,10,362,4
13,11,366,4
13,12,356,4
14,1,1749,4
14,2,1664,4
14,3,1632,4
14,4,1626,4
14,5,1622,4
14,6,1620,4
14,7,1627,4
14,8,1652,4
14,9,1695,4
14,10,1756,4
14,11,1937,4
14,12,1840,4
15,1,125,4
15,2,114,4
15,3,110,4
15,4,110,4
15,5,110,4
15,6,110,4
15,7,112,4
15,8,117,4
15,9,125,4
15,10,136,4
15,11,138,4
15,12,133,4
16,1,229,4
16,2,228,4
16,3,202,4
16,4,202,4
16,5,202,4
16,6,202,4
16,7,218,4
16,8,229,4
16,9,235,4
16,10,236,4
16,11,246,4
16,12,235,4
17,1,261,4
17,2,242,4
17,3,198,4
17,4,198,4
17,5,198,4
17,6,198,4
17,7,202,4
17,8,211,4
17,9,225,4
17,10,244,4
17,11,284,4
17,12,275,4
18,1,26,4
18,2,30,4
18,3,29,4
18,4,27,4
18,5,24,4
18,6,20,4
18,7,20,4
18,8,20,4
18,9,20,4
18,10,20,4
18,11,21,4
18,12,23,4
19,1,408,4
19,2,390,4
19,3,405,4
19,4,390,4
19,5,375,4
19,6,360,4
19,7,366,4
19,8,378,4
19,9,396,4
19,10,420,4
19,11,453,4
19,12,429,4
20,1,358,4
20,2,380,4
20,3,373,4
20,4,359,4
20,5,338,4
20,6,310,4
20,7,310,4
20,8,310,4
20,9,310,4
20,10,310,4
20,11,353,4
20,12,349,4
21,1,26,4
21,2,30,4
21,3,29,4
21,4,27,4
21,5,24,4
21,6,20,4
21,7,20,4
21,8,20,4
21,9,20,4
21,10,20,4
21,11,21,4
21,12,23,4
22,1,272,4
22,2,271,4
22,3,225,4
22,4,225,4
22,5,225,4
22,6,225,4
22,7,235,4
22,8,242,4
22,9,246,4
22,10,247,4
22,11,283,4
22,12,276,4
23,1,344,4
23,2,333,4
23,3,259,4
23,4,259,4
23,5,259,4
23,6,259,4
23,7,261,4
23,8,266,4
23,9,274,4
23,10,285,4
23,11,357,4
23,12,352,4
24,1,121,4
24,2,120,4
24,3,140,4
24,4,120,4
24,5,140,4
24,6,140,4
24,7,153,4
24,8,107,4
24,9,111,4
24,10,144,4
24,11,132,4
24,12,125,4
25,1,228,4
25,2,226,4
25,3,289,4
25,4,275,4
25,5,254,4
25,6,226,4
25,7,246,4
25,8,260,4
25,9,268,4
25,10,270,4
25,11,250,4
25,12,236,4
26,1,1371,4
26,2,1296,4
26,3,1305,4
26,4,1300,4
26,5,1297,4
26,6,1296,4
26,7,1361,4
26,8,1408,4
26,9,1437,4
26,10,1448,4
26,11,1539,4
26,12,1452,4
27,1,115,4
27,2,111,4
27,3,90,4
27,4,110,4
27,5,90,4
27,6,90,4
27,7,100,4
27,8,163,4
27,9,170,4
27,10,142,4
27,11,132,4
27,12,122,4
28,1,156,4
28,2,156,4
28,3,162,4
28,4,158,4
28,5,156,4
28,6,156,4
28,7,156,4
28,8,156,4
28,9,156,4
28,10,156,4
28,11,165,4
28,12,159,4
29,1,16,4
29,2,16,4
29,3,12,4
29,4,16,4
29,5,12,4
29,6,12,4
29,7,12,4
29,8,20,4
29,9,20,4
29,10,16,4
29,11,16,4
29,12,16,4
30,1,31,4
30,2,31,4
30,3,36,4
30,4,26,4
30,5,31,4
30,6,30,4
30,7,30,4
30,8,20,4
30,9,20,4
30,10,25,4
30,11,28,4
30,12,30,4
31,1,330,4
31,2,306,4
31,3,324,4
31,4,312,4
31,5,300,4
31,6,288,4
31,7,306,4
31,8,318,4
31,9,324,4
31,10,324,4
31,11,369,4
31,12,351,4
32,1,343,4
32,2,312,4
32,3,291,4
32,4,277,4
32,5,270,4
32,6,270,4
32,7,270,4
32,8,270,4
32,9,270,4
32,10,270,4
32,11,348,4
32,12,355,4
33,1,34,4
33,2,35,4
33,3,23,4
33,4,28,4
33,5,20,4
33,6,20,4
33,7,20,4
33,8,30,4
33,9,30,4
33,10,25,4
33,11,29,4
33,12,32,4
34,1,22,4
34,2,23,4
34,3,19,4
34,4,22,4
34,5,16,4
34,6,15,4
34,7,14,4
34,8,23,4
34,9,24,4
34,10,20,4
34,11,19,4
34,12,18,4
35,1,18,4
35,2,19,4
35,3,19,4
35,4,18,4
35,5,16,4
35,6,15,4
35,7,14,4
35,8,15,4
35,9,16,4
35,10,16,4
35,11,15,4
35,12,14,4
