motif,time,count,delta
20,6,651,6
20,7,651,6
20,8,651,6
20,9,658,6
20,10,672,6
20,11,729,6
20,12,739,6
21,1,56,6
21,2,60,6
21,3,57,6
21,4,53,6
21,5,48,6
21,6,42,6
21,7,42,6
21,8,42,6
21,9,43,6
21,10,45,6
21,11,48,6
21,12,52,6
22,1,560,6
22,2,559,6
22,3,460,6
22,4,460,6
22,5,476,6
22,6,489,6
22,7,499,6
22,8,506,6
22,9,494,6
22,10,482,6
22,11,571,6
22,12,564,6
23,1,666,6
23,2,649,6
23,3,510,6
23,4,510,6
23,5,512,6
23,6,517,6
23,7,525,6
23,8,536,6
23,9,548,6
23,10,560,6
23,11,691,6
23,12,680,6
24,1,244,6
24,2,243,6
24,3,201,6
24,4,273,6
24,5,292,6
24,6,272,6
24,7,279,6
24,8,289,6
24,9,235,6
24,10,265,6
24,11,255,6
24,12,243,6
25,1,527,6
25,2,525,6
25,3,630,6
25,4,602,6
25,5,602,6
25,6,583,6
25,7,603,6
25,8,617,6
25,9,593,6
25,10,569,6
25,11,549,6
25,12,535,6
26,1,3027,6
26,2,2916,6
26,3,2925,6
26,4,2920,6
26,5,3018,6
26,6,3100,6
26,7,3165,6
26,8,3212,6
26,9,3140,6
26,10,3068,6
26,11,3267,6
26,12,3144,6
27,1,236,6
27,2,232,6
27,3,273,6
27,4,201,6
27,5,217,6
27,6,266,6
27,7,282,6
27,8,289,6
27,9,319,6
27,10,265,6
27,11,253,6
27,12,248,6
28,1,390,6
28,2,390,6
28,3,396,6
28,4,392,6
28,5,390,6
28,6,390,6
28,7,390,6
28,8,390,6
28,9,390,6
28,10,390,6
28,11,399,6
28,12,393,6
29,1,36,6
29,2,36,6
29,3,42,6
29,4,30,6
29,5,30,6
29,6,36,6
29,7,36,6
29,8,36,6
29,9,42,6
29,10,36,6
29,11,36,6
29,12,36,6
30,1,59,6
30,2,55,6
30,3,45,6
30,4,59,6
30,5,57,6
30,6,49,6
30,7,49,6
30,8,49,6
30,9,47,6
30,10,58,6
30,11,61,6
30,12,67,6
31,1,714,6
31,2,666,6
31,3,702,6
31,4,684,6
31,5,696,6
31,6,702,6
31,7,720,6
31,8,732,6
31,9,723,6
31,10,711,6
31,11,792,6
31,12,762,6
32,1,707,6
32,2,633,6
32,3,612,6
32,4,598,6
32,5,591,6
32,6,591,6
32,7,591,6
32,8,591,6
32,9,626,6
32,10,654,6
32,11,786,6
32,12,775,6
33,1,63,6
33,2,59,6
33,3,62,6
33,4,43,6
33,5,42,6
33,6,49,6
33,7,49,6
33,8,49,6
33,9,62,6
33,10,60,6
33,11,64,6
33,12,63,6
34,1,43,6
34,2,43,6
34,3,49,6
34,4,36,6
34,5,35,6
34,6,41,6
34,7,42,6
34,8,43,6
34,9,51,6
34,10,45,6
34,11,45,6
34,12,45,6
35,1,37,6
35,2,37,6
35,3,37,6
35,4,36,6
35,5,35,6
35,6,35,6
35,7,36,6
35,8,37,6
35,9,39,6
35,10,39,6
35,11,39,6
35,12,39,6
