motif,time,count,delta
10,3,174,7
10,4,260,7
10,5,250,7
10,6,260,7
10,7,390,7
10,8,0,7
10,9,0,7
10,10,0,7
10,11,256,7
10,12,0,7
11,1,75,7
11,2,146,7
11,3,217,7
11,4,289,7
11,5,270,7
11,6,256,7
11,7,384,7
11,8,24,7
11,9,30,7
11,10,50,7
11,11,164,7
11,12,4,7
12,1,699,7
12,2,1540,7
12,3,2944,7
12,4,3838,7
12,5,3899,7
12,6,838,7
12,7,1347,7
12,8,6644,7
12,9,10355,7
12,10,14712,7
12,11,4149,7
12,12,421,7
13,1,0,7
13,2,0,7
13,3,0,7
13,4,0,7
13,5,2713,7
13,6,0,7
13,7,0,7
13,8,0,7
13,9,0,7
13,10,0,7
13,11,69,7
13,12,0,7
14,1,21025,7
14,2,12395,7
14,3,5987,7
14,4,2143,7
14,5,2541,7
14,6,1306,7
14,7,460,7
14,8,15485,7
14,9,7421,7
14,10,2238,7
14,11,4139,7
14,12,31877,7
15,1,5679,7
15,2,7316,7
15,3,7313,7
15,4,4813,7
15,5,1750,7
15,6,1126,7
15,7,542,7
15,8,7680,7
15,9,6785,7
15,10,4793,7
15,11,742,7
15,12,2402,7
16,1,2128,7
16,2,2510,7
16,3,2360,7
16,4,1677,7
16,5,571,7
16,6,809,7
16,7,446,7
16,8,5737,7
16,9,4624,7
16,10,2542,7
16,11,799,7
16,12,1180,7
17,1,0,7
17,2,0,7
17,3,0,7
17,4,18,7
17,5,1250,7
17,6,0,7
17,7,0,7
17,8,9,7
17,9,6,7
17,10,23,7
17,11,370,7
17,12,0,7
18,1,1630,7
18,2,1836,7
18,3,1760,7
18,4,1269,7
18,5,531,7
18,6,1228,7
18,7,1767,7
18,8,5208,7
18,9,4240,7
18,10,2368,7
18,11,603,7
18,12,1142,7
19,1,6111,7
19,2,3646,7
19,3,1811,7
19,4,1087,7
19,5,3412,7
19,6,758,7
19,7,620,7
19,8,8765,7
19,9,4138,7
19,10,1263,7
19,11,1075,7
19,12,9206,7
20,1,0,7
20,2,0,7
20,3,0,7
20,4,372,7
20,5,4950,7
20,6,0,7
20,7,0,7
20,8,0,7
20,9,0,7
20,10,0,7
20,11,0,7
20,12,0,7
21,1,486,7
21,2,1383,7
21,3,2734,7
21,4,3417,7
21,5,3302,7
21,6,912,7
21,7,1467,7
21,8,1134,7
21,9,1770,7
21,10,2565,7
21,11,1418,7
21,12,43,7
22,1,393,7
22,2,1078,7
22,3,2231,7
22,4,3913,7
22,5,3610,7
22,6,1333,7
22,7,1642,7
22,8,2076,7
22,9,3260,7
22,10,4600,7
22,11,4643,7
22,12,175,7
23,1,607,7
23,2,1412,7
23,3,2685,7
23,4,3655,7
23,5,3340,7
23,6,1347,7
23,7,1654,7
23,8,2629,7
23,9,3946,7
23,10,5541,7
23,11,5331,7
23,12,269,7
24,1,736,7
24,2,1584,7
24,3,2995,7
24,4,4638,7
24,5,4742,7
24,6,976,7
24,7,1556,7
24,8,6920,7
24,9,10700,7
24,10,14892,7
24,11,4585,7
24,12,449,7
25,1,4536,7
25,2,5136,7
25,3,4552,7
25,4,2713,7
25,5,152,7
25,6,1350,7
25,7,645,7
25,8,13470,7
25,9,9833,7
25,10,3414,7
25,11,0,7
25,12,2718,7
26,1,16952,7
26,2,9376,7
26,3,4022,7
26,4,1154,7
26,5,1328,7
26,6,886,7
26,7,316,7
26,8,12030,7
26,9,5128,7
26,10,1133,7
26,11,3951,7
26,12,26750,7
27,1,0,7
27,2,0,7
27,3,0,7
27,4,371,7
27,5,3218,7
27,6,0,7
27,7,0,7
27,8,0,7
27,9,0,7
27,10,0,7
27,11,0,7
27,12,0,7
28,1,762,7
28,2,373,7
28,3,119,7
28,4,9,7
28,5,26,7
28,6,62,7
28,7,36,7
28,8,482,7
28,9,145,7
28,10,1,7
28,11,136,7
28,12,1286,7
29,1,16,7
29,2,61,7
29,3,151,7
29,4,211,7
29,5,208,7
29,6,40,7
29,7,72,7
29,8,270,7
29,9,450,7
29,10,665,7
29,11,296,7
29,12,16,7
30,1,130,7
30,2,260,7
30,3,390,7
30,4,586,7
30,5,1082,7
30,6,136,7
30,7,204,7
30,8,0,7
30,9,0,7
30,10,0,7
30,11,207,7
30,12,0,7
31,1,8327,7
31,2,6790,7
31,3,4851,7
31,4,2603,7
31,5,605,7
31,6,2594,7
31,7,719,7
31,8,12839,7
31,9,7808,7
31,10,3452,7
31,11,711,7
31,12,9417,7
32,1,7480,7
32,2,9458,7
32,3,8714,7
32,4,4578,7
32,5,28,7
32,6,1260,7
32,7,0,7
32,8,6606,7
32,9,5293,7
32,10,2843,7
32,11,144,7
32,12,2780,7
33,1,600,7
33,2,1597,7
33,3,3048,7
33,4,3809,7
33,5,3189,7
33,6,614,7
33,7,1004,7
33,8,1122,7
33,9,1755,7
33,10,2599,7
33,11,1408,7
33,12,57,7
34,1,0,7
34,2,0,7
34,3,0,7
34,4,0,7
34,5,168,7
34,6,0,7
34,7,0,7
34,8,0,7
34,9,0,7
34,10,0,7
34,11,0,7
34,12,0,7
35,1,294,7
35,2,350,7
35,3,316,7
35,4,168,7
35,5,8,7
35,6,48,7
35,7,0,7
35,8,440,7
35,9,325,7
35,10,121,7
35,11,0,7
35,12,148,7
