motif,time,count,delta
0,1,535,8
0,2,528,8
0,3,406,8
0,4,401,8
0,5,396,8
0,6,402,8
0,7,403,8
0,8,404,8
0,9,410,8
0,10,404,8
0,11,521,8
0,12,516,8
1,1,1296,8
1,2,1296,8
1,3,1057,8
1,4,1043,8
1,5,1036,8
1,6,1036,8
1,7,1036,8
1,8,1043,8
1,9,1057,8
1,10,1078,8
1,11,1296,8
1,12,1296,8
2,1,5758,8
2,2,5744,8
2,3,5193,8
2,4,5206,8
2,5,5239,8
2,6,5292,8
2,7,5292,8
2,8,5292,8
2,9,5292,8
2,10,5292,8
2,11,5858,8
2,12,5796,8
3,1,480,8
3,2,487,8
3,3,383,8
3,4,388,8
3,5,393,8
3,6,387,8
3,7,386,8
3,8,385,8
3,9,379,8
3,10,385,8
3,11,494,8
3,12,499,8
4,1,789,8
4,2,758,8
4,3,794,8
4,4,837,8
4,5,878,8
4,6,917,8
4,7,909,8
4,8,901,8
4,9,893,8
4,10,885,8
4,11,857,8
4,12,822,8
5,1,766,8
5,2,725,8
5,3,743,8
5,4,772,8
5,5,803,8
5,6,836,8
5,7,844,8
5,8,852,8
5,9,860,8
5,10,868,8
5,11,842,8
5,12,805,8
6,1,67,8
6,2,67,8
6,3,110,8
6,4,108,8
6,5,106,8
6,6,107,8
6,7,65,8
6,8,65,8
6,9,66,8
6,10,66,8
6,11,66,8
6,12,66,8
7,1,1386,8
7,2,1386,8
7,3,1269,8
7,4,1269,8
7,5,1278,8
7,6,1296,8
7,7,1188,8
7,8,1191,8
7,9,1197,8
7,10,1206,8
7,11,1404,8
7,12,1392,8
8,1,950,8
8,2,948,8
8,3,1200,8
8,4,1209,8
8,5,1227,8
8,6,1254,8
8,7,984,8
8,8,984,8
8,9,984,8
8,10,984,8
8,11,972,8
8,12,958,8
9,1,61,8
9,2,61,8
9,3,99,8
9,4,101,8
9,5,103,8
9,6,102,8
9,7,63,8
9,8,63,8
9,9,62,8
9,10,62,8
9,11,62,8
9,12,62,8
10,1,0,8
10,2,0,8
10,3,0,8
10,4,0,8
10,5,0,8
10,6,0,8
10,7,0,8
10,8,0,8
10,9,0,8
10,10,0,8
10,11,0,8
10,12,0,8
11,1,0,8
11,2,0,8
11,3,0,8
11,4,0,8
11,5,0,8
11,6,0,8
11,7,0,8
11,8,0,8
11,9,0,8
11,10,0,8
11,11,0,8
11,12,0,8
12,1,427,8
12,2,404,8
12,3,398,8
12,4,403,8
12,5,411,8
12,6,422,8
12,7,434,8
12,8,446,8
12,9,458,8
12,10,470,8
12,11,464,8
12,12,447,8
13,1,1178,8
13,2,1132,8
13,3,1162,8
13,4,1151,8
13,5,1153,8
13,6,1168,8
13,7,1192,8
13,8,1216,8
13,9,1240,8
13,10,1264,8
13,11,1252,8
13,12,1218,8
14,1,6077,8
14,2,5920,8
14,3,5851,8
14,4,5870,8
14,5,5909,8
14,6,5968,8
14,7,6040,8
14,8,6112,8
14,9,6184,8
14,10,6256,8
14,11,6409,8
14,12,6240,8
15,1,427,8
15,2,404,8
15,3,398,8
15,4,403,8
15,5,411,8
15,6,422,8
15,7,434,8
15,8,446,8
15,9,458,8
15,10,470,8
15,11,464,8
15,12,447,8
16,1,841,8
16,2,840,8
16,3,776,8
16,4,807,8
16,5,833,8
16,6,854,8
16,7,834,8
16,8,814,8
16,9,794,8
16,10,774,8
16,11,858,8
16,12,847,8
17,1,901,8
17,2,862,8
17,3,732,8
17,4,741,8
17,5,755,8
17,6,774,8
17,7,794,8
17,8,814,8
17,9,834,8
17,10,854,8
17,11,964,8
17,12,935,8
18,1,94,8
18,2,98,8
18,3,93,8
18,4,87,8
18,5,80,8
18,6,72,8
18,7,73,8
18,8,75,8
18,9,78,8
18,10,82,8
18,11,86,8
18,12,90,8
19,1,1416,8
19,2,1374,8
19,3,1383,8
19,4,1368,8
19,5,1359,8
19,6,1356,8
19,7,1383,8
19,8,1413,8
19,9,1446,8
19,10,1482,8
19,11,1500,8
19,12,1458,8
20,1,1276,8
20,2,1298,8
20,3,1263,8
20,4,1221,8
20,5,1172,8
20,6,1116,8
20,7,1123,8
20,8,1137,8
20,9,1158,8
20,10,1186,8
20,11,1250,8
20,12,1260,8
21,1,94,8
21,2,98,8
21,3,93,8
21,4,87,8
21,5,80,8
21,6,72,8
21,7,73,8
21,8,75,8
21,9,78,8
21,10,82,8
21,11,86,8
21,12,90,8
22,1,952,8
22,2,951,8
22,3,801,8
22,4,820,8
22,5,836,8
22,6,849,8
22,7,837,8
22,8,825,8
22,9,813,8
22,10,801,8
22,11,963,8
22,12,956,8
23,1,1092,8
23,2,1069,8
23,3,847,8
23,4,852,8
23,5,860,8
23,6,871,8
23,7,883,8
23,8,895,8
23,9,907,8
23,10,919,8
23,11,1129,8
23,12,1112,8
24,1,455,8
24,2,410,8
24,3,475,8
24,4,497,8
24,5,516,8
24,6,478,8
24,7,466,8
24,8,454,8
24,9,442,8
24,10,432,8
24,11,418,8
24,12,415,8
25,1,950,8
25,2,948,8
25,3,1148,8
25,4,1147,8
25,5,1127,8
25,6,1088,8
25,7,1064,8
25,8,1040,8
25,9,1016,8
25,10,992,8
25,11,972,8
25,12,958,8
26,1,5331,8
26,2,5184,8
26,3,5330,8
26,4,5444,8
26,5,5542,8
26,6,5624,8
26,7,5552,8
26,8,5480,8
26,9,5408,8
26,10,5336,8
26,11,5643,8
26,12,5484,8
27,1,357,8
27,2,397,8
27,3,378,8
27,4,397,8
27,5,413,8
27,6,480,8
27,7,468,8
27,8,456,8
27,9,444,8
