motif,time,count,delta
17,3,5292,12
17,4,6583,12
17,5,7302,12
17,6,954,12
17,7,1800,12
17,8,3408,12
17,9,6526,12
17,10,9644,12
17,11,12416,12
17,12,1419,12
18,1,3378,12
18,2,2675,12
18,3,1972,12
18,4,1269,12
18,5,531,12
18,6,3397,12
18,7,3260,12
18,8,8308,12
18,9,5569,12
18,10,2830,12
18,11,818,12
18,12,4081,12
19,1,18533,12
19,2,21011,12
19,3,23489,12
19,4,25967,12
19,5,26877,12
19,6,3555,12
19,7,6018,12
19,8,20012,12
19,9,23947,12
19,10,27882,12
19,11,28384,12
19,12,16055,12
20,1,10884,12
20,2,16140,12
20,3,21396,12
20,4,26652,12
20,5,28034,12
20,6,2411,12
20,7,4796,12
20,8,3769,12
20,9,7538,12
20,10,11307,12
20,11,12671,12
20,12,5628,12
21,1,3417,12
21,2,3417,12
21,3,3417,12
21,4,3417,12
21,5,3302,12
21,6,3584,12
21,7,3584,12
21,8,2769,12
21,9,2769,12
21,10,2769,12
21,11,1520,12
21,12,3417,12
22,1,3957,12
22,2,3979,12
22,3,4001,12
22,4,4023,12
22,5,3915,12
22,6,3286,12
22,7,3299,12
22,8,4793,12
22,9,4828,12
22,10,4863,12
22,11,6432,12
22,12,3935,12
23,1,3721,12
23,2,3699,12
23,3,3677,12
23,4,3655,12
23,5,3394,12
23,6,3155,12
23,7,3142,12
23,8,5791,12
23,9,5756,12
23,10,5721,12
23,11,6187,12
23,12,3743,12
24,1,4638,12
24,2,4638,12
24,3,4638,12
24,4,4638,12
24,5,4742,12
24,6,4396,12
24,7,4396,12
24,8,15064,12
24,9,15064,12
24,10,15064,12
24,11,4705,12
24,12,4638,12
25,1,11320,12
25,2,8451,12
25,3,5582,12
25,4,2713,12
25,5,152,12
25,6,3250,12
25,7,1230,12
25,8,20678,12
25,9,12201,12
25,10,3724,12
25,11,0,12
25,12,14189,12
26,1,40186,12
26,2,40077,12
26,3,39968,12
26,4,39859,12
26,5,35590,12
26,6,2326,12
26,7,2240,12
26,8,22307,12
26,9,21937,12
26,10,21567,12
26,11,22771,12
26,12,40295,12
27,1,6633,12
27,2,9764,12
27,3,12895,12
27,4,16026,12
27,5,17337,12
27,6,1572,12
27,7,3110,12
27,8,3514,12
27,9,7028,12
27,10,10542,12
27,11,6604,12
27,12,3502,12
28,1,1999,12
28,2,1999,12
28,3,1999,12
28,4,1999,12
28,5,1866,12
28,6,147,12
28,7,147,12
28,8,1076,12
28,9,1076,12
28,10,1076,12
28,11,1110,12
28,12,1999,12
29,1,211,12
29,2,211,12
29,3,211,12
29,4,211,12
29,5,208,12
29,6,234,12
29,7,234,12
29,8,671,12
29,9,671,12
29,10,671,12
29,11,301,12
29,12,211,12
30,1,1992,12
30,2,2695,12
30,3,3398,12
30,4,4101,12
30,5,4544,12
30,6,545,12
30,7,682,12
30,8,3997,12
30,9,6736,12
30,10,9475,12
30,11,4593,12
30,12,1289,12
31,1,20952,12
31,2,18474,12
31,3,15996,12
31,4,13518,12
31,5,11329,12
31,6,3631,12
31,7,1168,12
31,8,23771,12
31,9,19836,12
31,10,15901,12
31,11,13785,12
31,12,23430,12
32,1,20346,12
32,2,15090,12
32,3,9834,12
32,4,4578,12
32,5,52,12
32,6,2385,12
32,7,0,12
32,8,10503,12
32,9,6734,12
32,10,2965,12
32,11,2232,12
32,12,25602,12
33,1,3809,12
33,2,3809,12
33,3,3809,12
33,4,3809,12
33,5,3237,12
33,6,2811,12
33,7,2811,12
33,8,2899,12
33,9,2899,12
33,10,2899,12
33,11,1487,12
33,12,3809,12
34,1,374,12
34,2,561,12
34,3,748,12
34,4,935,12
34,5,1016,12
34,6,110,12
34,7,216,12
34,8,278,12
34,9,556,12
34,10,834,12
34,11,516,12
34,12,187,12
35,1,729,12
35,2,542,12
35,3,355,12
35,4,168,12
35,5,8,12
35,6,106,12
35,7,0,12
35,8,685,12
35,9,407,12
35,10,129,12
35,11,0,12
35,12,916,12
